State,Sector,Indicator,Sub Indicator,Value
Nagaland,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.9
Odisha,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,88.2
Odisha,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,87.3
Odisha,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,88
Odisha,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,95.2
Odisha,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.6
Odisha,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,96
Puducherry,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,98.8
Puducherry,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,97.8
Puducherry,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,98.1
Puducherry,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,100
Puducherry,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,100
Puducherry,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,100
Punjab,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,88
Punjab,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,84.4
Punjab,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,86.6
Punjab,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,97.3
Punjab,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.6
Punjab,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.2
Rajasthan,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,90.3
Rajasthan,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,85.6
Rajasthan,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,89
Rajasthan,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,97.4
Rajasthan,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.7
Rajasthan,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,97.7
Sikkim,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,98.3
Sikkim,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,82.5
Sikkim,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,94.3
Sikkim,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.8
Sikkim,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.6
Sikkim,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.8
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,93.9
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,88.3
Tamil Nadu,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,90.9
Tamil Nadu,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,97.5
Tamil Nadu,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.5
Tamil Nadu,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.5
Telangana,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,94.6
Telangana,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,96.1
Telangana,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,95.3
Telangana,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.9
Telangana,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,100
Telangana,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,100
Tripura,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,77.2
Tripura,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,83.3
Tripura,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,78.5
Tripura,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,96.6
Tripura,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.5
Tripura,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,97.2
Uttarakhand,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,91
Uttarakhand,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,88.3
Uttarakhand,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,90.3
Uttarakhand,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.9
Uttarakhand,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,100
Uttarakhand,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.9
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,90
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,81.6
Uttar Pradesh,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,87.9
Uttar Pradesh,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.5
Uttar Pradesh,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.4
Uttar Pradesh,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,99.3
West Bengal,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,75.1
West Bengal,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,73.3
West Bengal,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Exclusive Access to Improved Latrine,74.5
West Bengal,Rural,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.2
West Bengal,Urban,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.9
West Bengal,All,"Percentage of Persons Reported Access to Improved Latrine and Exclusive Access to Improved Latrine for Each State, Among Persons Reported to Have Access to Latrine",Access to Improved Latrine,98.4
