State,Sector,Indicator,Sub Indicator,Value
Haryana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,64.1
Haryana,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,71.9
Haryana,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,67.7
Himachal Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,71.3
Himachal Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,81.5
Himachal Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,71.8
Himachal Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,81.7
Himachal Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,87.9
Himachal Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,97.1
Himachal Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,65.3
Himachal Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,72.4
Himachal Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,79.9
Himachal Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,86.4
Jammu & Kashmir,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,50.6
Jammu & Kashmir,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,85.6
Jammu & Kashmir,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,62.4
Jammu & Kashmir,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,94.8
Jammu & Kashmir,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,73.2
Jammu & Kashmir,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,97.6
Jammu & Kashmir,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,58.3
Jammu & Kashmir,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,83.5
Jammu & Kashmir,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,67.8
Jammu & Kashmir,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,86.1
Jharkhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,2.7
Jharkhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,30.9
Jharkhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,24.4
Jharkhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,66.3
Jharkhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,26.6
Jharkhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,68.9
Jharkhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,19.1
Jharkhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,55.3
Jharkhand,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,21.1
Jharkhand,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,57.4
Karnataka,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,46.7
Karnataka,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,62
Karnataka,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,51.9
Karnataka,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,71
Karnataka,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,55.6
Karnataka,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,74.5
Karnataka,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,48.4
Karnataka,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,58.5
Karnataka,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,51.8
Karnataka,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,61.7
Kerala,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,16.8
Kerala,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,29.4
Kerala,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,41.6
Kerala,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,47.1
Kerala,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,49.8
Kerala,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,52.7
Kerala,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,40.3
Kerala,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,45.7
Kerala,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,48.4
Kerala,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,51.2
Ladakh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,27.3
Ladakh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,47.8
Ladakh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,46.9
Ladakh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,55.9
Ladakh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,86.7
Ladakh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,69.4
Ladakh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,46.8
Ladakh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,54.6
Ladakh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,86.6
Ladakh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,62.4
Lakshadweep,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,8.6
Lakshadweep,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,0.7
Lakshadweep,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,74.6
Lakshadweep,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,49.6
Lakshadweep,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,74.6
Lakshadweep,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,49.8
Lakshadweep,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,72.3
Lakshadweep,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,49
Lakshadweep,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,72.3
Lakshadweep,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,49.2
Madhya Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,14.6
Madhya Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,63.1
Madhya Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,29.6
Madhya Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,77.8
Madhya Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,31.9
Madhya Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,81.5
Madhya Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,24.6
Madhya Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,68.8
Madhya Pradesh,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,26.4
Madhya Pradesh,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,72.1
Maharashtra,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,51
Maharashtra,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,83.2
Maharashtra,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,57.9
Maharashtra,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,88.4
Maharashtra,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,66.4
Maharashtra,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,92.7
Maharashtra,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,51.9
Maharashtra,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,78.4
Maharashtra,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,59.8
Maharashtra,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,81.6
Manipur,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,30.8
Manipur,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,37.1
Manipur,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,33.4
Manipur,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,38.5
Manipur,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,39.1
Manipur,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,54
Manipur,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,32.2
Manipur,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,35.5
Manipur,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,37.8
Manipur,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,49.4
Meghalaya,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,9.6
Meghalaya,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,58.6
Meghalaya,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,28.6
Meghalaya,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,62.7
Meghalaya,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,29.8
Meghalaya,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,77.9
Meghalaya,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,24.8
Meghalaya,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,50.3
Meghalaya,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,26
Meghalaya,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Exclusive Access to Improved Source of Drinking Water Located in the Household Premises,61.3
Mizoram,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,39.7
Mizoram,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Piped Water into Dwelling or Yard/plot Which was Sufficiently Available Throughout the Year,93.3
Mizoram,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,41.4
Mizoram,Urban,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises Which is Sufficiently Available Throughout the Year,93.7
Mizoram,Rural,"Percentage of Persons Reported Access to Drinking Water, Exclusive Access to Drinking Water, Access to Improved Source of Drinking Water and Sufficiency of Drinking Water",Improved Source of Drinking Water Located in the Household Premises,42.6
