State,Sector,Indicator,Sub Indicator,Value
Sikkim,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,12
Sikkim,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,56.1
Sikkim,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,74.7
Sikkim,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,24.7
Sikkim,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,13.2
Tamil Nadu,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,24
Tamil Nadu,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,15.8
Tamil Nadu,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,57
Tamil Nadu,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,73.8
Tamil Nadu,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,19
Tamil Nadu,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,10.4
Telangana,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,18.3
Telangana,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,6.3
Telangana,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,71.1
Telangana,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,90.3
Telangana,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,10.6
Telangana,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,3.3
Tripura,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,62.4
Tripura,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,30.4
Tripura,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,29.1
Tripura,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,65.1
Tripura,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,8.5
Tripura,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,4.5
Uttarakhand,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,15.2
Uttarakhand,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,16
Uttarakhand,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,30
Uttarakhand,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,76.7
Uttarakhand,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,54.8
Uttarakhand,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,7.4
Uttar Pradesh,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,9.1
Uttar Pradesh,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,21.8
Uttar Pradesh,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,33.1
Uttar Pradesh,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,65.1
Uttar Pradesh,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,57.8
Uttar Pradesh,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,13.2
West Bengal,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,10.6
West Bengal,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Same as in the Last Usual Place of Residence,25.8
West Bengal,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,33
West Bengal,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Increased From the Last Usual Place of Residence,56.4
West Bengal,Rural,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,56.4
West Bengal,Urban,Percentage Distribution of Persons* Reporting as Earner in the Last Usual Place of Residence by Change in Income Due to Migration,Decreased From the Last Usual Place of Residence,17.8
