State,Sector,Indicator,Sub Indicator,Value
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Punjab,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.4
Punjab,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.4
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0.6
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,81.1
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,97.6
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,15.3
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.8
Rajasthan,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Rajasthan,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.3
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.9
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,95.2
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.8
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.7
Sikkim,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0
Sikkim,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,32.3
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,11.9
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,64.9
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,87.4
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.1
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.5
Tamil Nadu,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.8
Tamil Nadu,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.1
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,18.8
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,14.8
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,78.7
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,84.4
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.9
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,0.6
Telangana,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.7
Telangana,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,11.6
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,3.5
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,63.4
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,89.6
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,12.2
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,3.4
Tripura,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,12.8
Tripura,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,3.5
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2.3
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,0.1
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,92.8
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,96.8
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,3
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.9
Uttarakhand,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.9
Uttarakhand,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,1.9
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,83.4
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,96.3
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,13.2
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,1.6
Uttar Pradesh,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.5
Uttar Pradesh,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,0.2
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,9.2
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water Only,2.8
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,81.5
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Soap/detergent,93.6
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,7.2
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,Wash Hands with Water and Ash/mud/sand,2.1
West Bengal,Rural,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,2.1
West Bengal,Urban,Percentage Distribution of Persons by Availability of Hand Washing Facility Within the Premises,no Hand Washing Facility,1.4
